,Unnamed: 0,Unnamed: 0.1,artist,track,position,date,lyrics,genius_artist
483,1103,11439,Memphis Bleek (& Jay-Z),It's Alright,15,1998-08-08,"

[Hook: Jay Z]
Bounce if you wanna bounce, ball if you wanna ball
Play if you wanna play, floss if you wanna floss
It's Alright, you heard?, It's Alright, Holla back
You can ill if you wanna ill, smoke if you wanna smoke
Kill if you wanna kill, loc if you wanna loc
It's Alright, you heard? It's Alright, yeah yeah

[Verse 1: Jay Z]
I need a ho in my life to blow on my dice
So we can make our points twice and skate out of town
I need that glow in my ice, E-Class
Ladies screamin Jigga you know we needs that, flowin out like Jees-ass
They ain't seeing me holdin' the mic
So when you like you find MC's so impolite
And me I'm so into nice, got cats on the corner like
Don't me and Jigga be flowin alike?
Nah, Not in your life ain't nobody poppin' like
Mr. Jay-Z, shit you're crazy
I'm hot like the six maybe, deep dish with the great seats
I flow greater than your navigator
I drop in your town, block your data
Pimps all comin' through with a hot pair of gators
And a crew with rocks the size of craters
Can't be touched like hot potatoes, Ya Heard?

[Hook]

[Verse 2: Memphis Bleek]
In the middle of a war rockin a vest
Who's the illest shorty alive, I confess
I take lah to the chest and I swear to the heaven sky's, I bless
The mics until the day I rest, till they can feel what I feel
I'mma try my best, and if you real like I real
You can provide the rest
Everything left out, you can blame it on the brain, not the heart
I'm playing my part, stretched out, just about the best out
Any nigga realer than me, is in a messhall with their chest out
Any rapper with less clout, sell more records than me
We extort them as soon as they record 'em, Bleek
I made this clear, back when shorty used to braid my hair
On the project stairs, Once I crop to a ceaser Ma I don't need ya
From the block to the hot two-seaters

[Hook]

[Verse 3: Jay Z]
On the jew-els I blew more money than Latrell, who else?
They don't know you, think they know you too well, you jel
Like Flubber I hover above the city in a private jet, the livest set
Press you're brakes, feds wanna investigate
Mr. I don't cop nothing less than eight
And anything involved with my name, regardless of the fame
It's hard, I can't even walk through Harlem again
Charge it to the game, I'm platinum like American Express
My boy died, and all I did was inherit his stress
To make every jam tougher, you ain't my man fuck ya
I should just let you live, right? Negative, I swear
It's dough or die, I hope your soul provides you with an afterlife
Close your casket tight, take your last two deep breaths
And pass the mic, to Jay-Z nigga, that's right!

[Hook]

",Jay Z
484,1104,11453,Queen Latifah Featuring Apache,Bananas [Who You Gonna Call?],4,1998-08-15,"

[Chorus 2x:]
Who you gonna call when it's time to brawl
Standin' 'round waitin' for my queendom to fall
Well I think not, styles are pipin' hot
Blazin', amazin', I give it all I got

I'm tellin' you straight up, all sleepin' beauties better wake up
I'll tear your state up, so set the date up
And I'm a rip it, what if it what was it
Who did it, who does it
From private to public
Anywhere I'm in there and been there
So recognize this, who the nicest
Sit down and settle for your constellation prizes
Whatever you want I got
Whether you ready or not
It's about to get hot when I drop
So notes, pause another spot
To do you, don't get me in a corner make me do you
Don't try to be me, do you
Be coo' to you and do you
I'm on a higher level with different class, another plane
I am the Queen, that's my name, time to explain
That I spit game with dames
Leave 'em all with shit stains
Split frames, hopin' you hopin' that I'm jokin'
Don't know but still blink off like fo'-fo's
But so-so, slow mo's comin' in like the po-po's
Don't want rocks comin' at me the wrong way
Packin' much rocks, it's gonna be a long day
And for real, spittin' on imbessiles and spinnin' wheels
On my 600 you want it, you must be blunted
I'll take it to your stomach, run it, give me all
Mic for mic, steppin' to me you gonna fall, we brawl
Throwin' a two-piece so loose leafs
It's the Q-U-double-E-N
You know how I'm MCin'

[Chorus 2x]
See physically you not ready
Lyrically you not ready
Mentally maybe
Who talks tough, time to get the baby
No threats or small bets on my bond we can get it on
From dusk 'til dawn from night 'til mourn
Some bubble hard squads are gone, no gimmicks, no tricks
'til one of us admits it's a battle a whisk
So look I'm off the hook, while you off the rocker
Thinkin' I'm shook, get the phone book, call the doctor
Are you out of your mind, doubtin' mines, out of line
Talkin' out your behind, shoutin' rhymes out of time
It's all over, what's up, yeah, what, what now, you tough now
Now you hush, hush now, ain't sayin' too much now
Thought so, haunt yo' sleepin' ass, creepin' fast
Like you was doin' somethin', now I gotta ruin somethin'
You image, your career, lookie here you whole life is hangin' in the air
Like a chandilier, poppin' off like a can of beer, understand is it clear
If not let me put it in your ear that I'm royalty
Even though I'm low-key, you know me
You be singin' over my tracks like it's kareoke
If you don't know the half you gon' feel the wrath
Represent the rugged path, the Flavor Unit staff
Droppin' math'matics, layin' you out like craftmatic
I'll let you have it, so you don't want the static

[Chorus 2x]

",Queen Latifah
485,1105,11456,"Master P Featuring Silkk The Shocker, Sons Of Funk And Mo B. Dick",Goodbye To My Homies,7,1998-08-15,"

[Master P]
RIP homie, RIP

[Sons of Funk/Mo B. Dick]
How do I say goodbye to what we had
The good times that made us that outweighed the bad
I thought we'd get to see forever
But forever's gone away
It's so hard to say goodbye to my homies

[Master P]
Yall need to smile for my ghetto heroes nigga

So many homies gone, trying to ball till they fall
Now I'm left with nothing but old cards
And a bunch of pictures on the wall
RIP tatoos nigga, just to show you that we real
But I still can't believe that your dead fool, and how you got killed
And on your birthday me and my boys visit your grave
And I remember when you first got high
And the first time you got laid
And I'm going through a thing, Kevin nigga, what should I do
I never imagined living life without a nigga like you

[Sons of Funk/Mo B. Dick]
Chorus
Cause it's so hard to say goodbye to my homies
Cause it's so hard to say goodbye to my homies

[Master P]
We shed so many ghetto tears, see time is crazy
And every sunday grandma go to church
She said she gotta pray for her baby
And ah, your little son, he look just like you
And momma going through a thang, but she gonna pull it through
And ah, me, C and Silkk, we got all the money but that don't mean shit
Cause I burn all that shit up nigga, just to have you again
And it's real out here, all you niggas that's goin through some pain
Keep your head up, and this for everybody
That lost a relative in the street game

[Sons of Funk/Mo B. Dick]
Chorus

[Silkk The Shocker]
Now look, I couldn't imagine life without you
I just sit here wonderin why
But the law of life, and god placed us here
And said everybody must die
Ain't it hard trying to move on, but still I try
Even though we got money, judgement day
Just some things we can't buy
Even though you gone, I never let you move on
Cause every time i think about you
I sit back and write your name in a song
Now ashes to ashes, and dust to dirt
It's kinda spooky when I see your face on a t-shirt
I just pray to god it's hard wishing it would get better
And watch it, cause death or funerals bring our family together
Now look, we done lost a brother, your son done lost a father
Life ain't promised us so tell somebody you love them
You'll never know when they'll be here tommorow

[Sons of Funk/Mo B. Dick]
Chorus

",Master P
486,1106,11485,Mos Def & Kweli Are Black Star,Definition,11,1998-08-22,"

[Intro: Mos Def]
Looooord... Lord have mercy
All nice and decent crew, follow me now, we say
Say Hi-Tek, yes, you're ruling hip-hop
Say J. Rawls, yes, you're ruling hip-hop
Redefinition say you're ruling hip-hop
Say Black Star come to rock it non

[Verse 1: Mos Def]
Yo, from the first to the last of it, delivery is passionate
The whole and not the half of it, forecast and aftermath of it
Projectile that them blasted with, accurate assassin shit
Me and Kweli close like Bethlehem and Nazareth
After this you be pressing rewind on top your master disk
Shining like an asterisk for all those that be gathering
Connecting like a roundhouse from the townhouse to the tenements
Cause all my Brooklyn residents, known as heavy regiments
Don't believe, here the evidence, where Brooklyn? (Whoa)
See that? Bound to take it all kid, believe that
From where they sell they tree at, to where the police be at
Talib Kweli, e-Kweli-ty, yo, tell 'em where we be at

[Verse 2: Talib Kweli]
Brooklyn, New York City, where they paint murals of Biggie
In cash we trust, cause it's ghetto fabulous, life look pretty
What a pity – blunts is still fifty cents, it's intense
Tree scents is dominant can't be covered with incense
My presence felt my name is Kweli from the Eternal Reflection
People thinking MC is short hand for misconception
Let me meditate, set it straight, came to the conclusion
That most of these cats is featherweight, let me demonstrate
Walking the streets is like battling, be careful with your body
You must know karate and think your soul is bulletproof like Sade
Stop actin' like a bitch already, be a visionary
And maybe you can see your name in the column of obituaries
Third grade teacher reading and talking about
""I knew he'd amount to nothing""
Neighbors like, ""He was the quiet type
Who'd have thought they was fronting?""
Talking loud like you on RCA
Get carted away with body parts and trays
What a way to start your day, yo it's like

[Hook]
One, two, three
Mos Def and Talib Kweli
We came to rock it on to the tip-top
Best alliance in hip-hop, Y-O
I said one, two, three
It's kind of dangerous to be an MC
They shot 2Pac and Biggie
Too much violence in hip-hop, Y-O

[Verse 3: Mos Def]
I said Manhattan keep on making it, Brooklyn keep on taking it
So relax we're taking it back, Red Hook where we're living at
Plenty cats be struggling not hustling and bubbling
It ain't about production and – what else we discussing?
When the cock crows, my crop grows, enable me to rock flows
Striving for perfection ever since I was a snot-nose
Colossal! True original b-boy apostle
Standing on the rooftop with the Zulu Gestapo

[Verse 4: Talib Kweli]
You think you the shit
Somebody in the wings'll force you to quit
It could be your crew or clique
Or some random kid you smoked buddha with
Consider me the entity within the industry without a history
Of spitting the epitome of stupidity
Living my life, expressing my liberty, it gotta be done properly
My name is in the middle of equality
People follow me, and other cats they hear 'em flow
And assume I'm the real one with lyrics like I'm Cyrano

[Verse 5: Mos Def]
Still sipping wishing well water, imported from Pluto
Three hundred and sixty milliliters for all the believers
In miles or kilometers, most cats, cannot proceed us
In the jungle with the leaders, we them lions, you the cheetahs
Our cypher, will complete us as we come through your receivers
You can play us and repeat us and then take us home and read us
(Line for line) Good Jesus! Mos Def and Kweli just
Make a pussy freeze up; think it over, ease up

[Hook]

",Black Star
487,1108,11515,Professor Griff,The Ole B#tch-U-Worryz,16,1998-08-29,NaN,NaN
488,1110,11548,Kid Capri Featuring Snoop Doggy Dogg & Slick Rick,Unify,24,1998-09-05,"

* originally appeared on Slick Rick's ""Soundtrack to the Streets""

[Snoop Dogg]
I falls off into a party in the N.Y.C
Niggas lookin at me strange but they lovin my chain
Bang bang, same thang, game came when I left em
I do it by my lonely now I'm the Big Homie

[Slick Rick]
But I'm his Royal Slickness, ghetto weakness, cause  Rick is
The one who expose cornball rappers with the quickness
(Uhh) Who bum from and who balls you hung from
Wouldn't give a fuck what part of the country you come from

[Snoop Dogg]
I'm Snoop Dogg, I'm smooth and imperial
I wake up every morning to my Lucky Charms cereal
Times get drastic, yeah I'm a classic
Dogg Pound Gangsta chokin off that Boombastic

[Slick Rick]
Now put my verse on the first one-beat the herds come
So be careful cause my rap will make you eat your words son
(Word to God) Scratch I? Who the hardest to match (I)
Bright rewrite your still Garbage to Patch

[Snoop Dogg]
Haven't you heard? I'm loose, shook the Feds like The Juice
Snoop Dogg is a hundred-and-twenty-first proof
Fool usea deuce-deuce of some Genuine, Draft
I'm genuine, like Vinny's whinin all about cash
Cash, cash, so indeed I got the weed
And keep the lighter for the hash, has it
Ever been a time when you didn't have a dime
And the only way to get it was to go and do a crime?

Chorus: Slick Rick (repeat 2X)

Many underclothes hangin on the hoes
Since (Snoop, Slick Rick) crushed anyone opposed
Lot of ladies - pop Cristal, toast to all those
Like (Kid Capri) helpin to Unify both coasts

[Slick Rick]
I'm shredding your temple, none, 'head of the emperor
Washed up, gang member? Better remember
I wipe my feet upon a rapper like a doormat
I hit em -- where they sit around actin hardcore at
Thank God for the guardians - in light of this
Rappers always beg for me to show them who The Mighty is
Gats gonna limp, snaps on a kid
That always wanna start rappin (boy they're not gonna win)
And wanna dash at lethal or evil
Could a King bring style and class to black people?
Stick a whole log in and he buggin
Cause I - represent self, with my man Snoop Dogg and them
I drop a pile of semen on em
Even in a Yugo I could take they woman from em
I make the hardest chew the kewl of this
Kid Capri, know the part of peasant, who The Ruler is?

Chorus

[Snoop Dogg]
I'm twenty-six.. still in the mix
My hair gettin longer, my game gettin stronger
A nigga been on one, I thank God
Cause life in the city of stars is gettin hard
And it's odd, for a G to get a job
So I'd rather steal and rob, and mob with my squad
My homie used to bang, now we follow Farrakhan
Used to read The Source
Now all he read is the Holy Qu'ran
Time brings change and change brings time
Listen to me hit you with this gangbang rhyme
Nigga, whattup, who up, YOU up!
Doggy Dogg is on the mic
I'm here to fuck it izzzup
I give it to y'all, like you really got to have it
Dogg Pound Gangstaz, boy this shit is gettin tragic
But I'mma make me a grip and dip quick
And fuck with my nigga Kid Capri on this G shit
Dial tail and bail with my nigga Slick Rick-y
And all you niggas talkin bullshit can just miss me
Can't twist me, you fuckin paper haters
I'm dippin in my nine-eight gold Navigator
I'm dippin like a lo-lo
Bouncin, smokin ounces, fo' sho' doe

Chorus 1.5X

",Slick Rick
489,1111,11554,"Tragedy, Capone, Infinite",'98 Thug Paradise,5,1998-09-12,NaN,NaN
490,1112,11555,Noreaga,SuperThug (What What),6,1998-09-12,"

[Intro: Ron Browz] (N.OR.E.)
ETHER BOY!!!! (Oh Yeah!) OH OH!!!! (NORE!!!)
(Ron Browz!!!!) NOOOOORRREEEEEEEEE!!!! OH OH!!!!
BUSTA BUS!!! (YESSIR!!!) OH OH!!!!
GET THAT MONEY!!!!!!!!!!

[Hook: Ron Browz] (N.O.R.E.)
OHHHHHH!!!!!!!!!!!!
My nigga find a girl to rotate (WHAT WHAT!!!)
My nigga find a girl to rotate (WHAT WHAT!!!)
Shorty find a dude to rotate (WHAT WHAT!!!)
Shorty find a dude to rotate (WHAT WHAT!!!)
Cause the superthug is back (WHAT WHAT!!!)
The superthug is back (WHAT WHAT!!!)
The superthug is back (WHAT WHAT!!!)
The superthug is back, is back

[Verse One: N.O.R.E.]
N-O-R I'm back I ain't go far (WHAT!!!)
They want me to fall off that's bizarre (WHAT!!!)
They movin with no crib and no car
BAM!!! BAM!!! Homes I go so hard
And hit you with lines of how your O.R
Good with seein in the field, good with the solo
Half spanish nigga cook a brick with Adobo
Smoke weed holdin my dick is my logo
Catch me Uptown with the collar shirt Polo
But since they got rappers now doin no promo
Catch me in L.A. doin six with a cholo (WHAT!!!)
I get that Arab Money like Busta Bus
I throw the condom on then I just rush to bust
OH! OH! Then I Pop Champagne
And I mix it with the Goose it go straight to my brain, gosh

[Hook: Ron Browz] (N.O.R.E.)
OHHHHHH!!!!!!!!!!!!
My nigga find a girl to rotate (WHAT WHAT!!!)
My nigga find a girl to rotate (WHAT WHAT!!!)
Shorty find a dude to rotate (WHAT WHAT!!!)
Shorty find a dude to rotate (WHAT WHAT!!!)
Cause the superthug is back (WHAT WHAT!!!)
The superthug is back (WHAT WHAT!!!)
The superthug is back (WHAT WHAT!!!)
The superthug is back, is back
(Yo, yo, yo I give you a pound and my tigger finger stick out!!!)

[Verse Two: N.OR.E.]
Index that, I drink a Becks black
I, am, superthug y'all know it (Know it)
I, am, young spic black poet
Yeah, let it rain you need windshield wipers
I make hits to be the shits like diapers
You need this oh yeah oh yeah!!!!
I bring my hood with me oh yeah oh yeah!!!!
Back on my bullshit nine, uzi and full clip (WHAT!)
I feel insulted we been revolted
I put the bogie out, still put the bogie out
Right up in your face with a slice like Shinobi out

[Hook: Ron Browz] (N.O.R.E.)
OHHHHHH!!!!!!!!!!!!
My nigga find a girl to rotate (WHAT WHAT!!!)
My nigga find a girl to rotate (WHAT WHAT!!!)
Shorty find a dude to rotate (WHAT WHAT!!!)
Shorty find a dude to rotate (WHAT WHAT!!!)
Cause the superthug is back (WHAT WHAT!!!)
The superthug is back (WHAT WHAT!!!)
The superthug is back (WHAT WHAT!!!)
The superthug is back, is back

[Verse Three: Capone]
They wanna know what's up with 'Pone I'm ok
I'm back with Jose for that free Tony
You got a check then gimme that
I draw nine's and ten's just like pitty pat
Ends is the minimum
I treat O's like brand new tires rotate and spinnin 'em
This year the game's in a brand new perspective
We win, while we take a L like Lexus
Go ahead girl and shoe 'em how you move (How you move)
Tell your girl hold your bag and your shoes
Put it on 'em so a nigga can't move
Now stop, rotate to the next dude, yeah
Hi haters I'm on my hiatus
CNN still bangin you try to violate us
You can tell by the talk
I represent New York, don't get outlined and chalked

[Verse Four: Busta Rhymes]
Yo! I said hello hi hi hello hello hi hello (Hello)
I'm ready to black, spazz and smash shit with N-O (N-O)
I'm about to fuck the buildin up gimme uno momento
And the game need a nigga you saee me I'm suicentral
While the women love the kid in the hood respectin my tactics
Obvious we ain't the same cause I come from a different fabric
My cup a overflow with the swag sorry ya lack it
A he he, I ain't meanin to brag but I could back it
When I spazz niggas say Bus ya gone too far
This flat bed, my Phantom and watch me drive new car
When the people they see me they say God you are
Back in the buildin with NORE WHO THE FUCK WANNA WAR?!
And I was jumpin out of the window with this
You know who run shit nigga FLIPMODE BITCH!!!!
LOOK! Baby girl this might be your last chance
Shake your ass and do that Arab Money dance

[Hook: Ron Browz] (N.O.R.E.)
OHHHHHH!!!!!!!!!!!!
My nigga find a girl to rotate (WHAT WHAT!!!)
My nigga find a girl to rotate (WHAT WHAT!!!)
Shorty find a dude to rotate (WHAT WHAT!!!)
Shorty find a dude to rotate (WHAT WHAT!!!)
Cause the superthug is back (WHAT WHAT!!!)
The superthug is back (WHAT WHAT!!!)
The superthug is back (WHAT WHAT!!!)
The superthug is back, is back

",Capone N Noreaga
491,1113,11563,Heltah Skeltah Featuring Starang Wondah Of O.G.C. & Doc Holiday,I Ain't Havin' That,14,1998-09-12,"

Starang: They don't like us
Rock: Word Up
Starang: They don't like us
Rock: They ain't gotta like us fuck them son

[Starang]
Starang, forever like Wu-Tang, my crew brings drama
Hangin your ass upside-down by ya shoe strings
Smoke tell em how we doin this
Stop the whole shit just to big up my crew in this
(Now by all means) I do a show in New Orleans
And get wit Bout It Bout It Mystikal (Starang we been missin you)
Last year ATL we almost got physical
I can't talk now read about it in the interview
(While ya'll up in D&D) I caught two and three stitches
I was still gettin bitches in the tunnel takin pictures
In the mazda listenin to Kris 'I Got Next'
I wanted ""Hot Sex"" so I ran and got the Lex (aiyyo)

[Rock]
Aiyyo shit goes down
Time to throw down show up this a showdown
So down low now I'm low down
Hold down the fort now wit a fo' pound
Blow down ya whole town first go round
Yo smile'll quickly be switched bitch to your frown
When I dig in ya pockets and take all the dope out
Lay ya gold out now and don't pronounce one word
Shut the fuck up calm ya cryin' ho down
Tired of punk bastards taking shit for a joke now
Watch yo clowns, gat pointed at yo dome (POW)
Act like you know now
We could be so foul shake your hand run up in ya bitch no doubt

Chorus:

I ain't havin that - 4X

Shit yo game be asses I got two passes to the Baja
Ah ha then turn into night we fuck
Yo cars superthug privelage
I ain't got to brag because I did it
Long before the rappin', I was scrappin'
On these motherfuckin mean streets of Brownsville gun clappin
I ain't got to front I make it happen
Strictly snappin necks, strictly macs and techs
Head all night overdeuce deuce the feds

[Rock]
Yo matter fact here's a list of some of the shit I ain't havin
First of all there won't be no more talkin out yo ass man
I ain't havin no back stabbin I ain't havin shit
Run yo mouth you get smacked in it (Why) Why? why?
Why ask why say goodbye to mister nice guy say hi to the bad guy
Four horsemen, head of Magnum Force man, riff, you get lit the fuck up
Like a spliff or Human Torch man, this shit scorchin
Do the research your feet hurt from half-steppin
Bitin my shit a make your teeth hurt
Word is bond - jovi B you wildin
My dick don't say Yamaha, stop ridin (My Diiick)

Son niggas tryin ta beat me in the head wit gats fuck that
(I ain't havin that, I ain't havin that)
Run up in the piece think you gone dead that fuck that
(I ain't havin that, I ain't havin that)
U.S. marshalls at my crib tryin ta take me back fuck that
(I ain't havin that, I ain't havin that)
We could take it old school at 3 meet me in the back fuck that
(I ain't havin that, I ain't havin that)

[Ruck]
Yo, yo.. ""where ya at?""
To all my peoples Henessey passed off
Give a toast to my whole MFC
While you clowns waitin Ruck is shakin the foundation
Wit some groundbreakin shit that'll leave the town quakin
When I cock back my pistol drop back and whistle
For my niggas to hold me down because this clown bout' to get hit duke
And if u think a nigga won't let his tool click
I gotta full clip for you and all of ya bull SHHHH

[Doc Holiday]
U.S. Marshal William Willow left his card up on my pillow
Eat a dick between 2 slices of bread you fuckin FEDS
MFC keep it cookin (Keep it cookin)
We emerge wit the blue print to plan my escape from central brooklyn
Rock pick the lock Ruck bust the sha sha
Keep with the blast CC4 to blow the door (Now we blow the spot)
Armed and dedicated semi under rated fuck it to me dated by a wip ass
You niggas lick ass we blast gas pletal freak mass
Doin the Macarana over 2 pounds of hash
(We ain't havin that)

I ain't havin that - 5X

[Ruck]
You don't got no wins in mi casa
My shit's proper you still suckin my kielbasa
From hilshire I still fire from helicopters
Watch the birdie I heard him tell the tale to the coppers
Clock ya comin from the precinct singin operas
Met you at ya crib from the blind side I dropped ya
Knocked ya, teeth out ya mouth when I popped ya
Sent you upstate to get a gun from ya poppa

Yo live niggas on the wall write that smoke crack fuck that
(I ain't havin that, I ain't havin that)
Yo ya smack me and I smack you back fuck that
(I ain't havin that, I ain't havin that)
Ya'll niggas think ya'll gone come around here flashin' track fuck that
(I ain't havin that, I ain't havin that)
And if you niggas owe me dough besta get my trap fuck that
(I ain't havin that, I ain't havin that)

[Starang]
Son you know they can't stand me
Cuz my crew pack heat like Miami
Ran for these rappaz outside of the Grammy's
They be killin me how they willingly be grillin me
Cuz they shorty wop just be feelin' me
Could it be, my name, or my big gold chain
Now when we in the airport on our way to soul train
I got niggas on the west coast (WEST SIIIIDE)
That meet me at the airport carryin heat in they trenchcoats
In business class eatin french toast and coffee
Tell the stewartess to back up off me we on ya'll
Warned ya, but ya'll still couldn't wait for the all-time great
William H. word up

And if ya call and I'm not home then you can call me back fuck that
(I ain't havin that, I ain't havin that)
You just can't smoke if you ain't put in for the sack fuck that
(I ain't havin that, I ain't havin that)
Son don't fuck her raw here's a jimmy hat fuck that
(I ain't havin that, I ain't havin that)
Here's a tic-tac your breath smell like ass crack fuck that (Wooooo)

Starang:
And when you know, that when your MFC, your MFC for life
98 shit, Willam H. Duren, Doc Holiday

",Heltah Skeltah
492,1115,11595,Fat Joe (Featuring Puff Daddy),Don Cartagena,21,1998-09-19,"

Nobody said it would be easy, ha hah
[Puff] What y'all wanna do hah? (2X)
Nobody wanna handle it
[Puff] AS WE PROCEED, TO GIVE YOU WHAT YOU NEED
[Puff] What y'all wanna do hah? (2X)
[Puff] NINE-EIGHT, IT'S THE GREAT
[Puff] What y'all wanna do hah? (2X)

Verse One: Fat Joe

Now why the sad face, jealous for fellas that's diamond laced
Tryin to find a place to recline, shine my face
Under the sun where it's warm, runnin with Pun til I'm gone
That's word is bond on my moms
That's the squad motto, got beef we call Rallo
Dame Un Trago, he go to war wit a bottle
Simple as dat, flip out the mack and cripple a cat (""take that"" 4X)
Right through your back tissue with any pistol I pack (c'mon)
Physical rap means we live the lyrics
Long as niggas fear us you could never entirely dissapear us
We the realest you ever gon' see
In all honesty, ain't another brother that's hotter than me
Modesty'll get nowhere, that's why I go there (yeah, yeah)
Like lettin you know where to buy the new Fat Joe gear (that's right)
Five sixty (five sixty) only the Squad ride with me
Unless you a Bad Boy, and roll with Puff Diddy (eheheheh)
It's my city, and everything in it
Ain't a thing rented (c'mon) it's my Benz, if you see me in it (yeah)
We invented floodin the watch, and runnin the spots
That's why, I'm not a player, I just crush a lot

Chorus: Puff Daddy

What you thought, we ain't run the streets?
Now you can't sleep ten deep, convoyin in the Benz jeep
Rollin deep with the Don-Tana
I put the chrome in your cara, adios to manana
(repeat 2X)

Verse Two: Fat Joe

Yea, uh, yo
You better slide or catch this homicide
Ain't no match for Joey Crack I'm blowin backs out the other side
Brothers died and mother's cried at wakes, these are The Breaks
Kurtis Blow your head off like Jake (like Jake)
So take heed and read between the lines, ain't no cheatin mines
Player haters never wanna see my shine
Up in the Range or in the Lex Coupe
Rockin a fresh suit with dress shoes, on my way to Les Boo's
Let's choose the life we rather live, on the streets stabbin kids
Or livin mad sweet in lavish cribs
Fix marriages for my kids, six karats, I'm a whiz (mm, mmm)
Exotic tokin parrots on my wrist
It ain't shit but for sex, money, and drugs
True thugs with slugs and wrap bodies in rugs
What the fuck, Joe Crack, twist your cap back
Leave your heart rate flat, once Terror Squad attacks (yea yea yea)

Chorus 2X

(Puff Daddy talkin over chorus)
Terror Squad, and Bad Boy
Joey Crack, Big Pun
I see you

Can't sleep, ten deep
Yea, uh-huh
Adios to manana
Terror Squad, what?
Bad Boy, khanmean?
Joey Crack, Big Pun
I see you, I see you
C'mon, yea, yea, say what say what?
Say what say what?
Uh-huh

I see you.. take that..
Adios to manana!

",Fat Joe
493,1118,11633,Bounty Killer Featuring Mobb Deep & Rappin' Noyd,Deadly Zone,9,1998-10-03,"

[Bounty Killer]
I saw these fools tryin to get around, tryin to let me down
And all dat, ha but I got an easier way to let dem drown
Wit these Guns of Navarrone, I shall shoot dem like Al Capone
Take dem to the zones of bones, like dat WELL
*begins chanting and rhyming*

[Prodigy]
Yo dunn, they tried to knock me down, bury me under
Big pipes soundin like thunder
Skated by the skin of my teeth, I had to put a man in his place last week
Now why you wanna come at me?
I'm the wrong nigga to approach like that, homes
Wrong nigga for threats, lone nigga wit long chrome
And we can dance till one of us drop
You score points fallin wit good formation
I'm the wrong nigga for patience, wrong one at dunn
The very last nigga you should ever blast your gun
To the floor, actin like you goin to war
Now you fucked up, here come a real rocket launcher
Flame thrower, rule wit a iron rod
That be the Ruger, y'all niggas keep tryin hard
But who the loser when you can't walk your hood at night
And you can't come outside without fear
Am I in your thoughts often? While you be walkin?
Foot soldier catch you at the store's corner
Keep me on your mind and don't slumber
Man the minute you slip wit those, that's your ass

*Bounty Killer rhymes and chants*

[Big Noyd]
M-O-B-B dunn, let's get it on dunn
Wit Bounty Killer, yo it's like this dunn
Aiyyo cock that shit, pop that shit
Squeeze off, let em know how real this is
M-O-B-B, D-double-E-P wit Bounty Killer
No other gun runners keep a round like this
From Q-U-double-E-N-S
My bomb borough, till the day of my death
Whether in shit I been in, runnin down the block
Sprayin shots wit the Lindon, listen
We all been through ac-tion, you know the last me blastin
The last man standin, pack shit long than bare wake
Neither the jake nor the snakes gon' stop it
You know the Mobb lettin off rockets
Gun burners spit like lungies, dummies
Still nuttin pop but the shells, these ain't words from hell
These are slugs, something you feel
A gun runner nigga for real nigga

[Havoc]
Yo hear my gat blow, make you spit out crack
The actual, that brand new six that you couldn't seem to whip
Empty the clip, make sure no friendly get hit
While you layin bloodied up in the six
Flee the frontline, dismantle gap and bounce
Then watch the twelve o'clock news and hear them shout you out
Plug leak, slip rug right from under your feet
You runnin the streets, you don't want no problems wit us
Everyday is like Fourth of July to us
Henny in my cup beside the gat you'll find in my clutch
Interfere wit the plan and you will get touched
Let the liquor talk for you and you will get touched
Full fledge, like Ra let em Know The Ledge
While you slippin off edge, your shorty's givin me head
Cockin em legs like guns when I'm cockin to spray
Poppin  your way, sendin shit that's hot your way

*Bounty Killer rhymes and chants*

",Bounty Killer
