,Unnamed: 0.1,artist,track,position,date,lyrics
867,8521,Poppa Doo,Mother's Prayer,22,1996-05-11,
868,8535,Crucial Conflict,Hay,11,1996-05-18,
869,8570,Ice-T,I Must Stand,21,1996-05-25,"

Nobody ever said life was gon' be easy
But damn..

[ VERSE 1 ]
Just a kid, moms died when I was seven
Pops died, eleven, what's up with heaven?
It's hell when you're an orphan at a early age
This impressionable stage, no love breeds rage
In the heart of a child who never knew his roots
Looked up to pimps and to hustlers in the eel-skin boots
Parkin Caddies on the sidewalk, gangsta talk
Truckin diamonds and gold
Rubberbands around the bankrolls
Fly girls to make your head spin
Seemed they partied all night long
I was like, ""Put me on""
But they said, ""Little fellow, run and go play
Take your butt to school or else you'll have to be like us one day""
I didn't understand, but I tried to get a job
While all the players got the girls cause they'd hustle and rob
I was like makin 'bout 1-50 a week
And after taxes, you know what that is - lunch meat

And I know I can be better than this
I gotta get me a car, man
I gotta get a girl

I know I can do it out there, man
I'm gonna go for it, man
I gotta get some money
Word

[ VERSE 2 ]
Streets of anger, trouble and crime
I had it hard, had to sleep in my car sometime
But I never let another player see me down
I kept my front up, my gear clean
Even when checkin minor green
Brothers knew my game was true
So I hooked up with the real crew
That knew excactly what to do
Bank jobs and jewels, quick to flex with tools
Pimpin hoes on the block
Checkin cash non-stop
Crack spots, armor with interior bars
No lie, I used to own 'bout 15 cars
Every piece Fila made
Drape my women in suede
Pavet Piaget, Cesar's Palace holidays
It was on, crazy out of control
We made up the word 'ballin', that was how we rolled
But the FBI had a-whole-nother idea
It's called multiple indictments for hundreds of years

What
Daff is dead?
Carter got 25 years?
Nah..
Spike 35 to life?
Nah, don't tell me B.O.'s dead, man
I don't wanna hear that, man
I was just with him

[ VERSE 3 ]
The game is vicious, no retirement, you die young
Listen to a fake, he might tell you to grab a gun
I get phone calls from condemned row
Brothers I ran with, brothers I really know
They tell me, ""Ice you got much love in the pen
You're the one that got away, don't wanna see you in""
They tell me, ""Tell the little homies the deal
Don't let em come up in this hellish habitat of shanks and steel""
I marched two million strong in D.C
Lookin eye to eye with brothers that I used to think below me
Damn, my mind was twisted in my hustlin days
But God spared me, I got a baby son to raise
And bein black ain't easy, prejudice is real
But health and liberty is all we need for us to build
We gotta come together, unseparated
Check yourself like I did, blackman, because we're all related

"
870,8592,Coolio,"It's All The Way Live (Now) (From ""Eddie"")",18,1996-06-01,
871,8597,Digital Underground,Oregano Flow,23,1996-06-01,"

A little high belongs to you . . 
- Yeah, getting high off the soup, (drink it up)
A little high belongs to me . . 
- Top rhyming's how we're coming with the loop, (sip it down)
A little high belongs to you . . 
- A dab of this, dab of that, not too heavy on the garlic, (take it easy)
A little high belongs to me . . 
- With just a touch of oregano . . 

Now everybody's funking but they don't know how
They wasn't down back when the bull funked the cow
But the chest of the cow was vestless
So the stank from the D-thang bang left the breathless
Oregano flow
Don't waste your time sticking out your chest, for no
Reason: its the season for the lovely flow:
The 'D', we're sick enough of stress, let it go
Now follow as I slip into the butter melody
This is the part I take your heart and leave your vision blurry
So try to focus on my dope
And I suggest you invest in a telescope;
As I'm kicking hella rhythm, move closer to your television
Catch a look just like a hooker catch j-izm
Even with bifocals for your ears, you still couldn't see me though
As I flavour up this vide' like oregano:
Slinging them nouns and verbs
You couldn't see me with binoculars
I guess I'm kind of different cause I do love them hoes
Only not the same way that I love my niggaroes
Cause I love it when they say something fly
The ill caps make me laugh till I cry
Some fries and some freaks and it's on, all night long
I love to see my homies living strong
But that cook with the cloudy cookbook
Rained salt on another brother's sunny day
I wonder are we really happy here with this lonely G game we play

A little high belongs to you . . 
- Yeah, getting high off the soup, (drink it up)
A little high belongs to me . . 
- Top rhyming's how we're coming with the loop, (sip it down)
A little high belongs to you . . 
- A dab of this, dab of that, not too heavy on the garlic, (take it easy)
A little high belongs to me . . 
- With just a touch of oregano . . 

Now everybody's looking but they cannot see
The 'D' because we're future and we're too slippery
You know we're coming with oregano flow
Don't waste your time sticking out your chest, for no
Reason it's the season for the lovely flow:
The 'D', we're sipping off the stress, let it go, let it go

Top rhyming's how we're coming with the loops . . 
Oregano, baby, oregano

A little high belongs to you . . 
- Yeah, my soup'll get you high, (drink it up)
A little high belongs to me . . 
- Top rhyming's how we're coming, bye-bye
A little high belongs to you . . 
A little high belongs to me . . 

"
872,8611,Sadat X,Hang Em' High,12,1996-06-08,"

Artist: Sadat X f/ DV Alias Christ
Album: Wild Cowboys
Song: Hang 'Em High

Wild Cowboys and you know this
Lookin at a Cowboy and you know they're dead

A lot of niggas stepped up to the bad man
Chest bucked out with your head wide open
Hopin, to spot, a chip in this frame
I lived and died by the burnin flame
Of the OK Corral, Cowboy style
From the Quarters on down to Colorado's
Big niggas from uptown, ridin into Tahoe's
Saloon settin, kids is walkin round
Drinkin whiskey and scotch, strictly out of shotglasses
Lookin screwfaced at the next nigga who passes
There's women in garter belts and ciggarettes
And on the side there's the price game
Niggas is playin the price game
Indian Red, was bangin niggas in the head
With his man Apache Joe, they take your money off the floor
They side-bettin for a better, they makin cheddar
That tribal shit is work ya sound the wompom drums
Cause my Indian man'sll break your great dick, UHH
Walk in the New York terrority
On the back of a tree, there's a picture of me
It says I'm lawless, flawless, a hustler plus gun rustler
Wanted in Carolina, for sellin some of New York's finer
Marshal Cooper say he want me, Marshal Cooper gotta get me
Marshal Cooper say beat me, Marshal Cooper better wet me
I gather alla y'all, all of my trusted men
All of my baddest niggas, niggas that's quickest with the triggers
There's distrubin news on the wire
That my dome piece is done sent to piece out for hire
I ain't goin down over no money exchange
You late for say I, who reigns as King of the Range?

In this land of wildness
Yo you better pack your vest
In the streets there's nothin but crime
So you best to watch your behind...

Meanwhile saloon settin is back to full swing
Bar's gettin money people doin they thing
There's strictly Boss Players with this kid named Minnesota
As women start to fill up, turn the notch on the grill up
And add mo' stakes to the house banks for gamblers
Half-pipes to scramblers, and free for Wild Cowboys
You never bring decoys if you wanna make real nouse
The bigger the stick, the bigger the fire
I never hit a man in the back, a coward acts like that
Lay out my black hat cause I feel like the bad man
Who on the rise, the D's to Manhattan
Let's walk the thirty paces on the Now Rule races
Oh it's the Marshal Cooper, and I love how he doin this
Women sayin don't get hurt, and I ain't plannin on it
Ten steps taken as I hit the blam factor
His dick to act up, was death the benefactor
Leave him twitchin in the dirt like Cousin Harold from the Menace
I'm in this to win this on the great wide trail
I'm ten times as bad as John Wayne, could ever be
Plus I'm down with the Indian, and need high to get the shit again
I'm responsible for that body in the alley
I'll Louisiana Purchase that ass with with Remi's spurs
And hard shots of Tequila, where the dancin girls
Let's get right as the story unfurls
Piano man keep playin, keep them keys bangin
Single man get three graves there's gonna be a hangin
Now this right here ain't for the youth to see
A grown man assed out swingin from a tree

In this land of wildness
Yo you better pack your vest
In the streets there's nothin but crime
So you best to watch your behind

Joe Tex was the biggest hombre from the projects
Had all the work locked down, so he thought
But he drank and got loose lipped, let a lot of news slip
Stripped of his game and got his self murdered
Thoughts of him are passin like the buffalo
Got his self rocked in the ninety-six brand new Acura
Niggas said it was lightning BLAOW blew out the back mirror
Hah, youknowhatI'msayin? Dig, check it out
They say that Cowboys never die they just ride off into the sun
A little tale from Sadat X of how the WORLD was won
Check it out, remember this
Gun-slingers, dead-ringers with presidents
Is found tied with no explanation of how they died
Yo the great Sadat X, the High Plains Drifter
No question

In this land of wildness
Yo you better pack a vest
In the streets there's nothin but crime
So you best to watch your behind
(repeat to fade)

"
873,8614,Heltah Skeltah,Operation Lockdown/Da Wiggy,15,1996-06-08,"

{What the hell was your dick doin in the milk man?}

Here we come (9X)
If you a dedicated soldier say here we come
[Starang] Here we come
Here we come (2x)
If you a dedicated soldier say here we come
[Starang] Here we come
Here we come (2x)
If you a dedicated soldier say here we come
[Starang] Here we come
Here we come (2x)
If you a dedicated soldier say here we come

[Starang]
Yours truly, far from booty Starang Wondah *clapping*
AKA Gun Clappa Numba Won, so it's only right I be
The first voice that you hear bringin you on this new
B.C.C. expedition
Duck Down staff is in the motherfuckin house *clapping*
Bringing you this Nocturnal LP (I love those guys)
Nocturnal! Which means to live life at nighttime
Daytime's used to plot schemes for the night prowl baby *clapping*
In other words we see through the bullshit niggas be tryin to do
So for this portion of the album, we bring forth Da Rockness Monstah
*clapping* YouknowhatI'msayin?
(bringin forth Heltah Skeltah) Boo-yaa!

[Rock]

You asked for it who want beef well here's war
For this I pack twin automatic four-fours
Fuck what you heard don't even speak bout my fleet
Many pop shit but bitch when dem see me
Rock out of the realms of dark in BuckTown
Me and Ruck we don't, give a, wiggy what now (wiggy what now)
I wonder, if heads are ready or are they butter
Ain't near one of y'all bitch niggas tough
You can get your clans, posses, cliques bring the static G
We starts mad ruckus and rock domes while we at it G
My soldiers gone psycho let the madness begin (let it begin)
Enter the square if you dare bring a friend
We-a snipe ya, we see in the dark like an owl
So we prowl understand the plan is operation lockdown
Sean Price will slice that punk shit you reppin G
Drugs jewels and Versace niggas need therapy
Enter the great unknown, nocturnal adventures of
Sparsky and Dutch the power forward and the center (whatever)
Needless to mention, this means war
So with the help of my twin shark and boot camp
I declare Heltah Skeltah

We be the W, W, B.C.C
Worldwide, Boot Camp Click till we D.O.A
We continue, smashin crews
Ringin more bells than Mont Raceways and Avenues

Repeat 4X

Here we come (repeat until fades)

"
874,8622,Blahzay Blahzay,Pain I Feel,23,1996-06-08,"

Yo everyone and their moms waiting on this album man get me up outta here man
Yo don't even wet that you know what I'm sayin the plans in effect
What?
I got you boo
We'd like to dedicate this particular tune
To all to all to all the hell of ya from wherever

[Channel Live] But there's only weak rappers steady making hits, fuck that!

Verse One:

I drop clarity like charity, every time I speak out
Rappers freak out, but never stick their necks too deep out
And touch the live wire, gettin live like from Guyana
Jim Jones kool-aid you got mad reason to be afraid
You ain't ready, rappers are petty, never lyrical
It's a miracle they need to reign as they physical
To get blessed, East vs. West, we never on that
Cause the rugged format you can get from where you're born at
So learn this, to burn this, you gotta earn this
With your rap style be the firmest, forget about your color of epidermis
For advantages, there's bandages, whatever your language is
You be in Danger like that Blahzay triangle is
The Blah pre your mind freein
Not the fatigue wearin jewels glarin rapper, you used to seein
Absestos study lessions to make impressions
The P's come and squeal on the real I'm mad excited
I got my deal but still...

Chorus:

You don't know the pain I feel
But there's all these weak rappers steady making hits, fuck that!
Cuz cuz cuz you don't know the pain I feel
But there's all these weak, rappers, steady making hits
You don't know the pain I feel
But there's all these weak rappers steady making hits, fuck that!
Cuz cuz cuz you, cuz, cuz you don't know the pain I feel
But there's all these weak, rappers, steady making hits

Verse Two:

Now everybody lamp go ahead get amped for your camp
Without no harmony your Normandy will never be the champ
And let me mention, no racial tension the way the rule goes
I flows with bros, PF flows with papa chulos
We combine cluster, you can't muster break your ligaments
Building my predicaments, living with the immigrants
See special blow your vest or do it thorough
That's blurro, my referral don't try to rally up your borough
Just warm, stay calm if you don't got steel in your palm
You'll peel me, I'm top rank I got more lines than the Yanks
Uni-form, carry on screamin on MC's
Running around together only bonded by smoking trees
Chronic, my tonic make you vomit for teamin up
Bringin the drama, be blank comma blank comma
Read it, singers get weeded, then conceeded
But you don't know the pain
So watch how you feed it to me

Chorus

Verse Three:

Comin with with the raw tech, strong like Gore-Tex
Rappers get more plex, as they make their name off all fetch
And unrealistic, your neighbor crew know you're ballistic
Your statistic ain't mistic, under that talk we know who is it
So stay busy, keep touring
Your hood is roaring, it's not a place for pussycats to be exploring
Your plan lock it, you bandwagon just to start a rival
Without skills you better check for your own survival
And feel the pain rappers talk a good John Wayne but look stupid
You be trying to play us like a groupie
With your rap staff you riff and raff
I listen and laugh, in town you down out of town you get sent ass
And you don't know the pain...

Chorus

"
875,8624,Do Or Die (Featuring Twista),Po Pimp,25,1996-06-08,
876,8643,2Pac Featuring K-Ci And JoJo,How Do U Want It/California Love,19,1996-06-15,
877,8647,Mad Lion Featuring KRS-ONE And Brenda K. Starr,Double Trouble,23,1996-06-15,
878,8664,Nas,If I Ruled The World,15,1996-06-22,"

[Produced by Rashad Smith & Trackmasters]

[Intro: Nas]
Life, I wonder
Will it take me under?
I don't know

[Verse 1: Nas]
Imagine smoking weed in the streets without cops harassin'
Imagine going to court with no trial
Lifestyle cruising blue Bahama waters
No welfare supporters
More conscious of the way we raise our daughters
Days are shorter, nights are colder
Feeling like life is over, these snakes strike like a cobra
The world's hot my son got knocked, evidently
It's elementary, they want us all gone eventually
Trooping out of state for a plate of knowledge
If coke was cooked without the garbage
We'd all have the top dollars
Imagine everybody flashin', fashion, designer clothes
Lacing your clique up with diamond Roles
Your people holding dough, no parole, no rubbers
Go in raw, imagine law with no undercovers
Just some thoughts for the mind
I take a glimpse into time
Watch the blimp read ""The World Is Mine""

[Hook: Lauryn Hill + (Nas)]
If I ruled the world (Imagine that!)
I'd free all my sons, I love 'em love 'em, baby
Black diamonds and pearls
(Could it be, if you could be mine, we'd both shine?)
If I ruled the world
(Still living for today, in these last days and times)

[Verse 2: Nas]
The way to be, paradise like relaxin'
Black, Latino and Anglo-Saxon
Armani Exchange deranged
Cash, Lost Tribe of Shabazz, free at last
Brand new whips to crash, then we laugh in the iller path
The Villa house is for the crew, how we do
Trees for breakfast, dime sexes and Benz stretches
So many years of depression make me vision
The better livin', type of place to raise kids in
Open they eyes to the lies history's told foul
But I'm as wise as the old owl, plus the Gold Child
Seeing things like I was controllin', click rollin'
Tricking six digits on kicks and still holdin'
Trips to Paris, I civilized every savage
Give me one shot, I turn trife life to lavish
Political prisoner set free, stress free
No work release, purple M3's and jet skis
Feel the wind breeze in West Indies
I make Coretta Scott-King mayor the cities
And reverse fiends to Willies
It sounds foul, but every girl I meet'd go downtown
I'd open every cell in Attica, send 'em to Africa

[Hook: Lauryn Hill + (Nas)]
If I ruled the world (Imagine that!)
I'd free all my sons, I love 'em love 'em, baby
Black diamonds and pearls
(Could it be, if you could be mine, we'd both shine?)
If I ruled the world
(Still living for today, in these last days and times)

[Bridge]
And then we'll walk right up to the sun
Hand in hand
We'll walk right up to the sun
We won't land

[Verse 3: Nas]
You'd love to hear the story how the thugs live in worry
Duck down in car seats, heat's mandatory
Running from Jake, getting chased, hunger for papes
These are the breaks, many mistakes go down out of state
Wait, I had to let it marinate, we carry weight
Trying to get laced, flip the ace, stack the safe
Millionaire plan to keep the gat with the cocked hammer
Making moves in Atlanta, back-and-forth scrambler
‘Cause you could have all the chips, be poor or rich
Still nobody want a nigga having shit
If I ruled the world and everything in it, sky's the limit
I push a Q-45 Infinit(i)
It wouldn't be no such thing as jealousies or B Felonies
Strictly living longevity to the destiny
I thought I'd never see, but reality struck
Better find out before your time's out, what the fuck?

[Hook: Lauryn Hill + (Nas)]
If I ruled the world (Imagine that!)
I'd free all my sons, I love 'em love 'em, baby
Black diamonds and pearls
(Could it be, if you could be mine, we'd both shine?)
If I ruled the world
(Still living for today, in these last days and times)

"
879,8670,Cypress Hill,Boom Biddy Bye Bye,21,1996-06-22,"

Boom biddy bye bye
Boom biddy bye bye

Step back as I'm kicking up dust
For a while
As I put mothafuckas to rest
And pull their files

Out from the cabinet
With the picture
Get the 45 and settle it
With this punk nigga

Slow your roll
As I take control
Take your toke from the Indo'
Then hit and hold

Now let it out
How you feel when the herb
Got you by the balls
And you're coughing up a lung anyhow

You can't shake
That nigga that's gonna brake
Fool
On any one member of your bitch crew

As I pull the trigger
On my nine
Say goodnight nigga
Boom biddy bye bye

[Hook]
Boom biddy bye bye
Put your ass on the floor an' don't ask why
Boom biddy bye bye
I put my Glock to your dome and you started to cry
Boom biddy bye bye
Any last prayers before you die
Boom biddy bye bye
Rock-a-bye nigga boom biddy bye bye

You ain't never caught a rabbit
So you ain't no friend of mine
It's a habit
Barkin' up your tree with my nine

Keep your bitch on a leash or at home
A nick knack
Paddywack
Give the dog a bone
The raw dog
Fuck a law dog
Still handin' out beat-downs wit' my sawed-off
Cause a every now and then I got to knuckle up
Buckle up
Chin checking
It's on I reckon
It's the wild wild west
Get your 40 and your blunt and your Glock and your bulletproof vest
Let me guess
Everybody wanna test
Everybody burning up, gonna get burned like Ses
Lodi Dodi
We're fucking everybody
Boom biddy bye
Sing the lullaby
In the party

[Hook]

Yes yes ya'll
To the beat ya'll
Watch a punk slipin' see the puta fall
I'm buck-loody
Looking for the nigga who wanna cut me
Cause the nigga gets so funky
Fool I'm the one
From
The big bad Cypress Hill clique, a
Number one son of the funk freaka
Yes yes ya'll
I'll be the one with the mad Buddha blast ya'll
Comin' from the west ya'll
But I figure
You'd cry like a bitch
Don't twitch
Cause I just might pull the trigga
Now lay down
Stay down
Don't move a muscle if you see your homeboy's brains on the ground
Don't fuck don't say nothin'
You fuck around and I might get ragamuffin
Boom biddy bye bye
Line up on the floor now you' all gonna die

[Hook](2x)

Boom biddy bye bye
It's time to die
Boom biddy bye bye
Time to say good-bye

Boom biddy bye bye
Now it's time to die
Boom biddy bye bye
Now it's time to die

"
880,8673,Domino,So Fly,24,1996-06-22,
881,8688,Bahamadia,I Confess,14,1996-06-29,"

Word life boo, I checked you flexin wit' cha crew
Lookin sweet enough to chew wit them saint eyes like tha brew
Roughneck mannerism, fly disposition
Ya live like channel sparkin' like mad-izm
My mission, is gettin into you like a religion
My woman's intuition tells me cupid's arrow's hittin
You're the prince with the glass slipper that my foot could fit in
This feelin that I have is never endin, I'm sendin
My love like Zhane' up in a box
With the bow up on the top, cause, for you I got the hots so
Please accept these words that I posess I'm like a damsel in distress in
Pursuit of happiness, I confess

[Hook:]
I've been really tryin' baby
Tryin to hold back these feelings for so long
And if you feel, like I feel baby
Come on, ohhh, come on

Many men wit mass appeal expand across the globe by the mills
But still I picked you like a daffodil
Cause you thrill me like magnetic fields that give my body chills
Perserve my chocolate ties and it's a thrill; I'm sayin
That when you swing my way I, get a sudden rush
That entices me not to keep it on the hush-hush
Boy times girl times lust equals us
And you can count on that like you would an abacus so
Bust the equation, baby cause I'm facin the fact that I only think of you
On two occasions, but I'mma max once I get this off my chest, and just let
Nature do the rest.. I confess

I wanna be down like Brandy with you handy for tha duration
Engage in electric relaxation
Build a conversation, probe ya intellect
Put ya manhood to the test, but not just ya physical, ya individual is what
I'm after
Ya heart I wanna capture, I'm open like a space that NASA explores
Truly do adore, every little move you make and more, my word is born
But I could go on and on throwin hints
That I'm tha chick, you should be celebratin life wit
So instead I felt it best if I just
Stood and represented in the flesh that I confess...

"
882,8693,De La Soul,The Bizness/Stakes Is High,19,1996-06-29,
883,8697,Ruffa Featuring Tasha,Don't You Worry,23,1996-06-29,
884,8719,Real Live Featuring K-Def & Larry-O,Real Live Sh*t,20,1996-07-06,
885,8728,LL Cool J,Loungin,4,1996-07-13,"

[Verse 1: LL Cool J]
How you doin miss? My name is L I'm from Queens
I heard about your man, he like to lace you with cream
Dolce Gabbana, Mo-schi-no with Donna jeans
But he slipped up, and threw his rock to a fiend
He be playin like a Willie cause he dress ya dove
Neva knowin' that his woman is in need of love
You got Versace gold link stomach chains with rocks
Official hair style but you stuck up in the spot
Makin love, Duke is weak then he fallin asleep
You on the phone wit your old peeps dyin to creep 'tween my sheets
So what you got Chanel on your feet
Hot sex on a platter makes the mission complete, uh

[Chorus: Total (LL Cool J)]
Who do you love (I wanna lounge with you)
Are you for sure (I do what I gotta do) (4x)

[Verse 2: LL Cool J]
Jew-als and Cristal gotta mack a phony style
He ain't watchin you he rather watch his money pile
Can't protect treasures when its in a glass house
Soon as he turn the corner I'mma turn that ass out
Full blown, frontin in the 6 with the chrome
Yo B, why you leave your honey all alone wit me
Just because you blessed with cash
Doesn't mean your honey won't let me finesse that ass
So see the moral of the story is a woman need love
The kind you so-called players never dreamed of
You gotta try love, can't buy love
If you play your hand, then it's bye-bye love

[Repeat Chorus]

[LL Cool J]
So what you got the cash flow and escro, damn
But your honey ran away like presto, ala-kazam
Man made the money, money never made the man
You still fakin jacks throwin rocks on her hand
See, you put your mack down now you Nino Brown
Rock roller wit' so much ice your cap's polar
I got em smokin beanies, modelin bikinis
Pushin ya whip on the freeway to see me
I keep it steamy, I make it burn when it's my turn
Teachin shorty all the tools that you neva learned
Don't get it twisted, gettin money ain't wrong
But she wanna make love all night long, I'm gone

[Repeat Chorus]

"
886,8732,Busta Rhymes Featuring Zhane,It's A Party,8,1996-07-13,
887,8736,Xzibit,Paparazzi,12,1996-07-13,"

[Intro]
Yes, 1996 marks the beginning of a new era
The dysfunctional member of the Alkaholiks family
It’s Xzibit!

[Verse 1]
Sometimes I wonder if it’s all worth my while
Xzibit stay versatile, with million dollar lifestyle
And I could feel it as a child growing up
The niggas that was real
And the niggas that was scared as fuck
That's why Xzibit only roll with a chosen few
You ain't really real, I can tell when I look at you
So ease off the trigger-talk, you ain’t killin' shit
It’s not affecting me or the niggas that I'm chillin' with
I don’t believe the hype or buy woof tickets
Nigga, you make a gang of noise and never seen, like a cricket
I guess that’s why we never kick it
A lot of niggas is soft and get tossed tryna fuck with the Likwit
How many niggas do you know like this?
Always claimin' that they ridin' but they really turned bitch
It don’t make sense, either you’re a soldier from the start
Or an actor with a record deal tryna play the part—like that!

[Hook]
It’s a shame, niggas in the rap game
Only for the money and the fame (Extra large!)
It’s a shame, niggas in the rap game
Only for the money and the fame (Paparazzi!)

[Verse 2]
See, I don’t need no lights, no cameras; just action, goddamn it
Never no superstar, I'm more like a planet
So my composure is kept while others start to sweat
Emergin' from the fog with my fucked-up dialogue
Tryna live high on the hog leaves you bankrupt
And niggas you spent it on would not give a fuck
And that’s deep; how deep? It’s deeper than Atlantis
Home of the scandalous: big bad Los Angeles
Dangerous, vandalous, yo, not to be trusted
Now, how the fuck is you hard
Not being scared by the boulevard?
I'm pullin' that card, and saying ""Gin, mothafucka!""
Flowin' like liquid; soak it in, mothafucka!
I'm breakin' it down, my sound surrounds like death
From the West, puttin' whole counties to the test
It’s all in perspective, breaker 1-9 copy
This is for the niggas gettin' caught up in the paparazzi

[Hook]
It’s a shame, niggas in the rap game
Only for the money and the fame (Extra large!)
It’s a shame, niggas in the rap game
Only for the money and the fame (Paparazzi!)

[Verse 3]
Niggas smoke stress and cross dress, but I just play the back
Others going through schemes and pipe dreams for a contract
Real tightly rolled, fuck ’em all how I feel
I made a cool half mill' before I had a record deal
Therefore you look and stare like it’s magic
But too much of anything can make you an addict
Whenever devils be startin' static, break out the automatic
I set it off straight, I spread hate, then I vacate
But wait! Who dares to cross this path?
Yo, I do you like math, cut with glass, make a bloodbath
So on behalf of all niggas I get drunk with
Smokin' blunts with, I dispose of your punk shit
He-he, and keep it all in perspective
Carbon copies gettin' caught up in the paparazzi
Once again, it's the Likwidation crew
And we return at you like this

[Hook]
It’s a shame, niggas in the rap game
Only for the money and the fame (Extra large!)
It’s a shame, niggas in the rap game
Only for the money and the fame (Paparazzi!)

"
888,8774,The Roots,Clones/Section,25,1996-07-20,
889,8776,OutKast,Elevators (Me & You),2,1996-07-27,"

[Verse 1: André 3000]
One for the money, yes, sir, two for the show
A couple of years ago on Headland and Delowe
Was the start of something good
Where me and my nigga rode the MARTA through the hood
Just tryna find that hook up
Now everyday we looked up at the ceiling
Watching ceiling fans go 'round, tryna catch that feeling
Off instrumentals, had my pencil and plus my paper
We caught the 86 Lithonia headed to Decatur
Writing rhymes, tryna find our spot off in that light
Light off in that spot, knowing that we could rock
Doing the hole in the wall clubs
This shit here must stop, like ""Freeze!""
We making the crowd move, but we not making no G's
And that's a no-no

[Verse 2: Big Boi]
Check it, a one-two, a one-two dope niggas in the Cadillac
They call us, went from Player's Ball to ballers
Putting the South up on the map was like Little Rock to banging
Niggas say mothafuck that playing, they paying, we staying laying vocals
Locales done made it with them big boys up in this industry
""OutKast, yeah, them niggas, they making big noise""
Over a million sold to this day, niggas they take it lightly
'96 gon' be that year that all y'all playa haters can bite me, I'm out this bitch

[Hook]
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors

[Verse 3: Big Boi]
Back in the day, when I was younger, hunger
Looking to fill me belly with that Rally's bullshit
Pull shit off, like it was supposed to be pulled
Full as a tick, I was stoned like them white boys
Smoking them white girls, before them blunts, got crunk, chunky asses
Passes getting thrown like Hail Mary's
And they looking like Halle Berry's
So so fine, intertwined, but we ain't sipping wine
We's just chilling, I'm the rabid villain, and I'm so high
Smoking freely, me, Lil B, Reek, Mone and Shug
And my little brother James, thangs changed in the hood
Where I live at, them rats know, ""Momma I want to sing
But momma I want to trick, and momma I'm sucking dick now""
We moving on up in the world like elevators
Me and the crew, we pimps like '82, me and you like Tony Toni Tone
(Like this, East Point and we gone)

[Hook]
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors

[Verse 4: André 3000]
Got stopped at the mall the other day
Heard a call from the other way that I just came from
Some nigga was saying something, talking 'bout smoke something ""Hey man, you remember me from school?"" ""No not really""
But he kept smiling like a clown, facial expression looking silly
And he kept asking me, ""What kinda car you drive?
I know you paid, I know y'all got beaucoup of hoes
From all them songs that y'all done made""
And I replied that I had been going through the same things that he had
True, I've got more fans than the average man
But not enough loot to last me
To the end of the week, I live by the beat
Like you live check-to-check
If it don't move your feet then I don't eat
So we like neck-to-neck
Yes, we done come a long way like them slim-ass cigarettes
From Virginia, this ain't gon' stop, so we just gon' continue

[Hook]
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you

"
890,8793,Rappin' 4-Tay,A Lil' Some'em Some'em,19,1996-07-27,
891,8808,A+,All I See,9,1996-08-03,
892,8836,The 2 Live Crew,Shake A Lil' Somethin'...,12,1996-08-10,
